,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
4486,f,f,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,p
3830,f,y,g,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,y,d
7913,b,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,o,v,l
5235,f,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,d
1671,x,y,w,t,l,f,c,b,n,e,s,s,w,w,w,o,p,n,n,m
1829,x,y,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,v,d
1193,f,y,n,t,l,f,c,b,p,e,s,y,w,w,w,o,p,n,s,p
2650,f,y,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,y,d
1033,f,f,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,s,g
3815,x,y,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,p
2113,x,f,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,v,d
1858,f,s,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,v,g
1572,x,f,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,a,g
717,x,y,y,t,a,f,c,b,n,e,s,y,w,w,w,o,p,k,s,p
5292,x,y,e,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
2085,f,f,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,s,g
1777,f,s,n,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,s,u
858,b,s,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,k,n,m
929,b,s,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,n,n,m
4119,f,f,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,g
855,f,y,n,t,l,f,c,b,p,e,s,y,w,w,w,o,p,k,s,p
5594,x,y,n,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
2554,x,f,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d
2578,x,f,g,t,n,f,c,b,p,t,s,s,g,g,w,o,p,k,y,d
3380,x,f,g,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,y,d
4424,f,f,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d
8019,b,f,w,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g
7255,k,s,w,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,s,g
4226,f,f,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,d
2744,x,y,n,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,v,d
4668,x,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,p
1527,f,s,g,f,n,f,w,b,n,t,f,f,w,w,w,o,e,k,s,g
5887,x,s,b,t,f,f,c,b,p,t,s,f,w,w,w,o,p,h,v,g
1548,x,y,y,t,a,f,c,b,w,e,s,y,w,w,w,o,p,k,y,g
7719,k,s,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6210,f,y,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
3240,f,y,g,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,y,d
6147,k,f,w,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,s,g
5477,f,y,w,t,n,f,c,b,r,e,s,s,w,w,w,t,p,r,v,m
5562,x,y,n,t,n,f,c,b,e,e,s,s,w,w,w,t,e,w,c,w
7996,f,s,n,f,n,a,c,b,o,e,s,s,o,o,n,o,p,y,v,l
6243,f,y,e,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
7668,k,y,n,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
5063,x,s,w,t,f,f,c,b,p,t,s,f,w,w,w,o,p,h,s,u
2020,x,f,n,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,y,d
508,x,f,w,t,a,f,w,n,n,t,s,s,w,w,w,o,p,n,v,d
6950,k,y,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
7273,k,s,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,n,g
6994,k,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,o,c,l
3458,x,y,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,y,d
3645,f,f,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,y,d
2852,x,f,n,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,v,d
7087,k,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
6184,x,y,e,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
3308,x,y,g,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,y,d
6954,f,s,n,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
5090,x,y,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,d
4280,x,y,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,d
6796,f,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
1405,f,y,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,u
626,f,f,y,t,l,f,w,n,w,t,s,s,w,w,w,o,p,u,v,d
1953,x,f,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,v,d
1570,f,f,n,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,a,g
4253,f,y,g,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,y,d
4562,x,y,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,p
2829,x,y,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d
962,x,f,n,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,v,d
1450,f,f,n,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,a,g
6831,f,s,n,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
2026,x,f,g,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,a,g
822,b,s,y,t,a,f,c,b,n,e,s,s,w,w,w,o,p,k,s,m
5475,x,y,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,d
6288,x,y,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
7254,k,s,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
3748,f,f,e,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,v,d
5153,f,y,b,t,n,f,c,b,r,e,s,s,w,w,w,t,p,r,v,m
3879,x,f,g,f,c,f,w,n,p,e,s,s,w,w,w,o,p,k,s,d
7780,k,s,e,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
7773,k,s,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
5014,f,y,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,v,p
2524,x,y,g,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d
2472,x,f,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,v,d
5906,x,s,b,t,n,f,c,b,w,e,s,s,e,e,w,t,e,w,c,w
7259,f,s,n,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
2318,x,y,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,y,d
7174,k,y,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
6171,k,s,n,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
6463,f,y,n,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
7342,k,y,c,f,m,f,c,b,y,e,k,y,c,c,w,n,n,w,c,d
829,f,s,y,t,l,f,w,n,p,t,s,s,w,w,w,o,p,u,v,d
378,x,y,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,n,n,g
1071,f,y,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,v,g
6173,f,s,e,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
6644,x,s,e,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
2551,f,f,n,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d
862,f,y,y,t,a,f,c,b,p,e,s,y,w,w,w,o,p,n,s,g
1791,f,s,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,a,g
2567,x,y,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,y,d
1261,f,y,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,v,g
3133,f,y,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d
4382,x,y,y,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,d
2461,f,f,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,y,d
6134,x,y,e,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
7869,k,y,e,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
4041,f,y,n,t,n,f,c,b,u,t,s,s,w,p,w,o,p,n,y,d
1190,x,f,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,s,g
5682,x,y,n,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
5394,b,y,y,f,n,f,c,n,w,e,k,y,w,y,w,o,e,w,v,d
4782,x,f,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,g
7749,k,f,w,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,n,g
3127,f,y,g,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,v,d
5165,f,s,w,t,f,f,c,b,p,t,f,s,w,w,w,o,p,h,s,g
7347,f,s,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
1608,x,f,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,y,d
3828,f,y,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,y,d
5518,x,f,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,d
2104,f,f,n,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,y,d
6603,x,s,n,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
5871,x,y,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
4152,f,y,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,g
896,b,y,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,k,n,g
4149,f,y,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,p
2060,f,s,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,s,g
4733,x,y,y,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,g
3988,f,f,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,y,g
2444,x,y,n,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,v,d
4918,x,s,g,t,f,f,c,b,h,t,f,f,w,w,w,o,p,h,v,u
2735,x,f,e,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,v,d
7399,k,y,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
3569,f,f,e,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,y,d
1532,f,s,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,s,u
3635,x,f,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,d
7357,k,s,e,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
538,x,y,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,s,m
5945,f,y,b,t,n,f,c,b,w,e,s,s,w,w,w,t,p,r,v,g
5722,x,y,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
3438,f,f,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,y,d
479,b,y,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,s,m
8082,k,s,e,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
7593,k,s,w,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g
5412,f,y,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,p
681,x,y,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,n,n,m
3627,x,f,p,f,c,f,c,n,g,e,s,s,w,w,w,o,p,n,s,d
3603,f,y,e,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,v,d
3894,x,f,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,g
251,x,s,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,g
3065,f,y,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,v,d
4401,f,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,g
1207,f,y,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,u
2291,x,y,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
2538,x,f,e,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,v,d
4814,k,f,n,f,n,f,c,n,w,e,k,y,w,n,w,o,e,w,v,d
820,b,s,y,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,n,m
8018,x,s,w,f,n,f,w,b,w,e,s,k,w,w,w,t,p,w,s,g
1434,f,s,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,u
5577,b,y,p,t,n,f,c,b,g,e,s,s,w,w,w,t,p,r,v,g
4244,x,y,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,d
2882,x,y,n,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d
4889,x,s,w,t,f,f,c,b,h,t,s,s,w,w,w,o,p,h,s,g
2870,x,y,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d
1165,b,s,w,t,a,f,c,b,w,e,s,s,w,w,w,o,p,n,n,m
1204,f,s,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,s,g
1342,f,s,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,s,u
1984,x,y,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,v,d
3841,f,f,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,y,d
5345,x,f,n,f,n,f,w,n,w,e,f,s,w,n,w,o,e,w,v,l
6451,x,s,e,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
336,x,y,n,t,a,f,c,b,w,e,s,y,w,w,w,o,p,k,y,g
1663,x,s,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,n,g
7585,x,s,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,n,g
1065,f,f,y,t,l,f,w,n,p,t,s,s,w,w,w,o,p,u,v,d
3188,x,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,p
4783,f,f,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,y,d
7127,f,y,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
6552,f,y,n,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
1895,x,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,v,d
1591,x,f,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,s,g
3213,f,y,g,t,n,f,c,b,n,t,s,s,p,p,w,o,p,n,v,d
1274,x,f,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,s,g
7251,f,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,n,c,l
3644,x,y,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,g
7032,k,f,w,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,n,g
5211,x,y,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,p
5231,k,f,c,f,n,f,w,n,w,e,f,f,w,n,w,o,e,w,v,l
3506,x,f,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,g
1702,f,f,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,s,g
30,b,s,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,n,m
8096,k,f,w,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g
7463,x,s,g,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,s,g
6703,f,s,n,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
2579,x,y,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,y,d
1380,x,s,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,v,u
1491,f,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,u
6043,f,y,e,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
4684,f,f,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,d
398,x,f,g,f,n,f,c,n,n,e,s,s,w,w,w,o,p,k,v,u
5038,f,f,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,d
143,f,y,n,t,a,f,c,b,w,e,s,y,w,w,w,o,p,k,y,p
4846,k,y,n,t,n,f,c,b,w,e,s,s,w,w,w,t,e,w,c,w
2496,f,f,n,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,y,d
800,b,s,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,k,n,m
1615,x,f,n,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,v,d
6326,x,s,n,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
312,x,y,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,s,g
5981,f,s,w,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,s,u
551,x,f,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,s,g
2421,x,f,n,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,v,d
4719,f,f,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,v,d
1656,x,s,n,f,n,f,w,b,n,t,f,f,w,w,w,o,e,k,a,g
7318,k,s,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
916,x,s,w,t,l,f,c,b,n,e,s,s,w,w,w,o,p,n,s,m
4455,x,y,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,y,g
6759,f,y,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6998,x,s,g,f,n,f,w,b,w,e,s,k,w,w,w,t,p,w,s,g
1863,x,f,g,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,y,d
7872,k,s,w,f,n,f,w,b,p,e,k,k,w,w,w,t,p,w,n,g
1493,x,s,g,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,s,g
5319,f,y,y,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,p
4393,x,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,d
6529,x,s,n,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
2596,x,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,y,d
4146,x,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,p
807,x,y,y,t,a,f,c,b,p,e,s,y,w,w,w,o,p,k,y,g
2783,f,f,g,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,y,d
4047,f,y,n,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,v,d
6554,f,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
5514,x,y,p,t,n,f,c,b,e,e,s,s,e,w,w,t,e,w,c,w
2901,f,y,n,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,y,d
153,s,f,n,f,n,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
6482,f,s,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
1529,x,s,w,f,n,f,w,b,n,t,f,f,w,w,w,o,e,k,a,g
6196,x,s,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
1216,x,s,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,a,g
4932,x,y,g,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,p
7079,f,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,n,c,l
4526,f,f,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,g
1558,f,s,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,a,g
885,x,s,w,t,a,f,w,n,p,t,s,s,w,w,w,o,p,u,v,d
5612,f,s,n,t,n,f,c,b,w,e,s,s,w,e,w,t,e,w,c,w
1268,x,s,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,s,g
5751,b,s,b,t,n,f,c,b,r,e,s,s,w,w,w,t,p,r,v,m
4864,f,y,g,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,y,g
6988,f,s,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
4805,f,y,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,d
5974,f,s,b,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,v,g
4775,f,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,d
414,x,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,g
2602,x,y,n,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,v,d
3182,x,f,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,s,d
2191,x,f,g,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,y,d
2162,f,f,g,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,v,d
2443,x,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,g
5526,b,y,b,t,n,f,c,b,r,e,s,s,w,w,w,t,p,r,v,m
1637,f,s,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,k,v,g
478,x,s,w,t,a,f,w,n,p,t,s,s,w,w,w,o,p,n,v,d
3299,f,f,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,v,d
3676,f,y,n,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,y,d
3674,f,f,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d
375,b,s,w,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,n,g
2661,x,f,e,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,v,d
7881,k,y,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
2309,x,f,n,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,v,d
4111,f,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,g
1621,f,f,g,f,n,f,w,b,n,t,f,f,w,w,w,o,e,k,a,g
6696,f,s,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d
1496,f,s,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,s,g
5126,c,g,w,t,n,f,w,n,w,e,s,s,w,w,w,o,p,w,c,l
4363,x,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,g
7676,k,s,n,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
6856,x,s,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
5278,f,s,w,t,n,f,c,b,w,e,s,s,w,w,w,t,p,r,v,m
5173,f,y,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,g
7047,f,y,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
2814,x,f,g,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,v,d
7601,k,y,e,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
1604,f,f,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,s,g
1477,x,f,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,a,g
4953,f,y,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,p
7544,k,y,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
1955,x,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,v,g
1584,f,s,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,s,g
3057,x,s,g,f,c,f,c,n,u,e,s,s,w,w,w,o,p,n,s,d
8094,b,s,g,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,n,g
3960,x,y,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,d
1626,x,f,n,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,s,g
5778,x,s,b,t,f,f,c,b,w,t,s,f,w,w,w,o,p,h,v,u
1435,x,f,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d
2096,f,f,g,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,v,d
101,b,s,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,n,g
4697,f,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,d
3512,f,y,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,y,d
2752,x,y,n,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,y,d
6556,f,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
645,x,s,y,t,l,f,w,n,n,t,s,s,w,w,w,o,p,u,v,d
1695,x,f,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
4009,f,y,e,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,y,d
7230,f,y,e,f,m,f,c,b,y,e,k,y,c,c,w,n,n,w,c,d
3842,f,f,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,y,d
4240,x,f,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,p
441,x,y,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,s,m
7258,k,f,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,s,g
1561,f,s,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,k,s,g
3119,x,f,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,v,d
6377,f,s,e,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
4096,f,f,e,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,y,d
3302,f,y,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d
4527,x,y,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,d
3839,f,y,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d
395,x,f,g,f,n,f,w,b,h,t,f,f,w,w,w,o,e,n,a,g
7059,x,s,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
4014,x,y,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,p
7288,k,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
4586,f,y,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,d
1404,x,s,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,a,g
5876,f,y,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,p
5660,f,s,b,t,f,f,c,b,h,t,s,f,w,w,w,o,p,h,s,g
2143,x,y,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,y,d
3986,x,f,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,g
6676,f,s,n,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
3781,x,f,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,d
1681,x,s,g,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,s,g
6607,x,s,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
2528,x,y,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,v,d
